10000,8602,Writer,Male,University,Single,22,Yes
20000,19965,Shopkeeper,Male,Graduate School,Married,52,No
50000,15036,Doctor,Female,Graduate School,Single,23,No
50000,27752,Writer,Female,University,Single,33,Yes
320000,98697,Engineer,Female,University,Single,35,No
20000,2199,Teacher,Male,University,Single,34,No
50000,48219,Dancer,Male,University,Married,40,No
340000,1960,Teacher,Male,Graduate School,Married,49,No
360000,-301,Singer,Female,University,Married,32,Yes
300000,0,Dancer,Female,University,Married,33,No
50000,64400,Shopkeeper,Male,Graduate School,Single,37,No
500000,367965,Teacher,Male,Graduate School,Single,29,No
260000,12261,Broker,Female,Graduate School,Single,51,No
250000,70887,Engineer,Male,Graduate School,Single,29,No
20000,15376,Broker,Male,Graduate School,Single,24,Yes
320000,253286,Doctor,Male,Graduate School,Married,49,No
360000,0,Dealer,Female,Graduate School,Married,49,No
180000,0,Dancer,Female,Graduate School,Single,29,No
450000,5512,Dancer,Female,Graduate School,Married,40,Yes
90000,4744,Singer,Male,Graduate School,Single,23,No
60000,-109,Teacher,Male,Graduate School,Single,27,Yes
50000,15329,Broker,Male,Graduate School,Single,26,No
230000,16646,Doctor,Female,Graduate School,Single,27,No
100000,93036,Dealer,Male,Graduate School,Single,32,No
500000,13709,Engineer,Male,Graduate School,Married,58,No
160000,30265,Teacher,Male,Graduate School,Single,30,No
50000,0,Dancer,Male,Graduate School,Single,25,Yes
280000,498,Engineer,Male,Graduate School,Single,31,No
360000,218668,Singer,Male,Graduate School,Single,33,No
70000,67521,Dancer,Female,Graduate School,Single,25,No
40000,18927,Shopkeeper,Female,Graduate School,Single,30,No
210000,0,Singer,Male,Graduate School,Single,29,Yes
20000,14028,Teacher,Female,Graduate School,Single,22,Yes
20000,17447,Teacher,Male,Graduate School,Single,24,No
180000,41402,Broker,Female,Graduate School,Single,25,No
150000,46224,Lawyer,Female,Graduate School,Single,29,No
500000,1905,Dealer,Female,Graduate School,Married,45,No
200000,1587,Dancer,Female,Graduate School,Single,34,No
50000,24987,Dealer,Male,Graduate School,Single,29,Yes
200000,152519,Dancer,Male,Graduate School,Married,57,Yes
210000,300,Dancer,Female,Graduate School,Single,30,No
80000,780,Engineer,Male,Graduate School,Single,31,No
290000,0,Doctor,Female,Graduate School,Single,37,No
340000,3048,Engineer,Male,Graduate School,Single,32,No
300000,291,Dancer,Female,Graduate School,Married,45,No
360000,23411,Teacher,Female,Graduate School,Single,26,No
360000,390,Shopkeeper,Female,Graduate School,Married,45,Yes
130000,81313,Writer,Female,Graduate School,Married,35,No
200000,138180,Lawyer,Male,Graduate School,Married,53,Yes
280000,7524,Engineer,Female,Graduate School,Single,39,No
100000,-2000,Dancer,Female,Graduate School,Single,27,No
360000,3967,Engineer,Male,Graduate School,Married,43,No
150000,86009,Lawyer,Male,Graduate School,Single,27,No
140000,672,Writer,Male,Graduate School,Single,32,No
380000,-81,Dealer,Female,Graduate School,Single,30,No
480000,422069,Engineer,Male,University,Married,59,No
350000,713,Dancer,Male,Graduate School,Single,52,No
330000,105879,Dealer,Female,Graduate School,Married,31,No
100000,52128,Dealer,Female,Graduate School,Single,24,No
30000,18199,Dealer,Male,Graduate School,Single,24,Yes
240000,326,Dealer,Male,Graduate School,Single,28,No
450000,0,Lawyer,Male,Graduate School,Married,40,Yes
110000,0,Teacher,Female,Graduate School,Married,48,No
20000,19115,Dealer,Male,Graduate School,Single,27,No
180000,163736,Broker,Male,Graduate School,Married,36,Yes
30000,4000,Broker,Female,Graduate School,Single,23,No
240000,95,Teacher,Male,Graduate School,Single,41,No
150000,17444,Dancer,Male,Graduate School,Single,27,No
50000,50801,Engineer,Male,Graduate School,Single,24,No
240000,0,Shopkeeper,Male,Graduate School,Single,47,Yes
20000,1199,Engineer,Male,Graduate School,Single,29,No
50000,4999,Shopkeeper,Male,Graduate School,Single,28,No
200000,197236,Teacher,Male,Graduate School,Single,34,No
260000,-1100,Singer,Female,Graduate School,Married,60,No
80000,42444,Writer,Male,Graduate School,Single,25,No
350000,208,Broker,Male,Graduate School,Single,41,No
140000,23944,Doctor,Male,Graduate School,Married,34,No
200000,105420,Lawyer,Female,Graduate School,Single,37,No
30000,24357,Singer,Male,Graduate School,Single,41,No
250000,141223,Engineer,Female,Graduate School,Married,34,No
110000,101640,Shopkeeper,Female,Graduate School,Single,27,No
370000,6093,Dealer,Male,Graduate School,Single,50,No
300000,688,Shopkeeper,Female,Graduate School,Single,30,No
50000,-709,Singer,Female,Graduate School,Single,24,Yes
360000,0,Broker,Male,Graduate School,Single,29,No
80000,6187,Shopkeeper,Male,Graduate School,Single,30,No
240000,12212,Lawyer,Male,Graduate School,Single,37,No
500000,56422,Teacher,Female,Graduate School,Married,47,No
360000,2616,Broker,Female,Graduate School,Single,32,No
310000,59901,Writer,Male,Graduate School,Single,32,No
60000,19625,Writer,Female,Graduate School,Single,27,Yes
180000,11386,Singer,Female,Graduate School,Single,29,No
180000,14670,Lawyer,Female,Graduate School,Single,24,No
50000,36166,Teacher,Female,Graduate School,Single,24,Yes
20000,18553,Dealer,Female,Graduate School,Single,22,No
500000,412,Engineer,Female,Graduate School,Married,34,No
180000,750,Dealer,Female,Graduate School,Married,38,No
140000,27123,Broker,Male,Graduate School,Single,31,No
140000,13424,Singer,Female,Graduate School,Single,26,No
100000,390,Teacher,Male,Graduate School,Married,47,No
330000,8872,Dealer,Female,Graduate School,Married,50,No
220000,105607,Shopkeeper,Male,Graduate School,Single,24,No
210000,0,Dealer,Female,Graduate School,Married,38,Yes
310000,1424,Engineer,Female,Graduate School,Single,38,No
360000,105167,Broker,Female,Graduate School,Married,40,Yes
170000,130370,Dealer,Female,Graduate School,Single,28,No
50000,35084,Dancer,Female,Graduate School,Single,24,No
80000,7988,Broker,Male,Graduate School,Single,35,No
210000,1440,Dealer,Female,Graduate School,Single,31,No
60000,21501,Singer,Female,Graduate School,Single,28,No
50000,47174,Dealer,Male,Graduate School,Single,39,No
180000,3139,Dancer,Female,Graduate School,Single,32,No
30000,142,Lawyer,Female,Graduate School,Single,40,No
330000,46140,Shopkeeper,Male,Graduate School,Single,25,No
160000,70243,Writer,Female,Graduate School,Single,28,No
220000,210380,Doctor,Male,Graduate School,Married,48,Yes
510000,78331,Dancer,Female,Graduate School,Single,29,No
160000,4473,Teacher,Female,Graduate School,Married,38,No
230000,2283,Engineer,Female,Graduate School,Single,37,No
80000,10115,Dancer,Female,Graduate School,Single,37,No
40000,34871,Dancer,Female,Graduate School,Single,48,No
120000,1082,Lawyer,Male,Graduate School,Married,34,No
260000,0,Lawyer,Female,Graduate School,Single,58,Yes
460000,171,Singer,Male,Graduate School,Married,40,Yes
50000,1156,Dealer,Female,Graduate School,Single,26,No
30000,1512,Engineer,Female,Graduate School,Single,27,No
100000,53494,Lawyer,Female,Graduate School,Single,28,No
210000,110346,Dealer,Female,Graduate School,Married,46,No
210000,60502,Lawyer,Male,Graduate School,Single,38,No
280000,898,Dealer,Male,Graduate School,Single,33,Yes
130000,0,Singer,Male,Graduate School,Single,29,No
200000,194353,Doctor,Male,Graduate School,Single,31,No
280000,58983,Engineer,Female,Graduate School,Married,36,No
